event,match_time,player_1,player_2,player_1_score_sets,player_1_score_games,player_1_score_points,player_2_score_sets,player_2_score_games,player_2_score_points,serving,player_1_nationality,player_2_nationality,player_1_rank,player_2_rank,player_1_link,player_2_link,player_1_eFortuna,player_2_eFortuna,player_1_STS,player_2_STS,player_1_Betclic,player_2_Betclic,player_1_Betfan,player_2_Betfan,player_1_Pzbuk,player_2_Pzbuk,player_1_Lvbet,player_2_Lvbet,player_1_Totolotek,player_2_Totolotek
"ITF MĘŻCZYŹNI - DEBEL: M15 Kouvola (Finlandia), twarda - Ćwierćfinał",27-05-2021 15:00:00,Alafia Ayeni / Dominik Palan,Rimpei Kawakami / Naoki Tajima,0,,,0,,,, / , / ,874 / 910,951 / 664,https://www.flashscore.pl/zawodnik/ayeni-alafia/d4vwHiRI / https://www.flashscore.pl/zawodnik/palan-dominik/Q5wGqMq4,https://www.flashscore.pl/zawodnik/kawakami-rimpei/4WORhvEb / https://www.flashscore.pl/zawodnik/tajima-naoki/CO0Fr0PC,2.9,1.34,2.9,1.35,2.9,1.33,2.92,1.34,2.85,1.36,2.9,1.34,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Kouvola (Finlandia), twarda - Ćwierćfinał",27-05-2021 15:00:00,Alexander Cozbinov / Francesco Vilardo,August Ehrnrooth / Karl Kiur Saar,0,,,0,,,, / , / ,670 / 709, / 1873,https://www.flashscore.pl/zawodnik/cozbinov-alexander/4pzZQf0c / https://www.flashscore.pl/zawodnik/vilardo-francesco/2NBznGjm,https://www.flashscore.pl/zawodnik/ehrnrooth-august/231m3prH / https://www.flashscore.pl/zawodnik/saar-karl-kiur/b3mTZCgB,1.17,4.2,1.17,4.25,1.17,4.1,1.17,4.24,,,1.13,4.85,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Kouvola (Finlandia), twarda - Ćwierćfinał",27-05-2021 16:00:00,Johannes Seeman / Eero Vasa,Vladimir Ivanov / Yan Sabanin,0,,,0,,,, / , / , / 1195,706 / 849,https://www.flashscore.pl/zawodnik/seeman-johannes/hCN9L9Le / https://www.flashscore.pl/zawodnik/vasa-eero/2eEQepaQ,https://www.flashscore.pl/zawodnik/ivanov-vladimir/Szfsjwks / https://www.flashscore.pl/zawodnik/sabanin-yan/j7KLz3vg,3.05,1.32,3.05,1.32,3.0,1.31,3.03,1.32,,,3.2,1.28,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Kouvola (Finlandia), twarda - Ćwierćfinał",27-05-2021 16:00:00,Jonas Maier / Simonas Zukauskas,Luca Castelnuovo / Yannik Steinegger,0,,,0,,,, / , / ,1788 / ,717 / 1291,https://www.flashscore.pl/zawodnik/jonas-maier/A5B3FzKa / https://www.flashscore.pl/zawodnik/zukauskas-simonas/hvC0JtjQ,https://www.flashscore.pl/zawodnik/castelnuovo-luca/tMTm47i0 / https://www.flashscore.pl/zawodnik/steinegger-yannik/ryXdbkxH,6.0,1.08,6.05,1.08,5.8,1.08,6.03,1.08,,,7.0,1.05,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 14:30:00,Jacob Brumm / Yuta Kikuchi,Guy Orly Iradukunda / Louis Tessa,0,,,0,,,, / , / ,1532 / 1173,842 / 832,https://www.flashscore.pl/zawodnik/brumm-jacob/bo0dpKSC / https://www.flashscore.pl/zawodnik/kikuchi-yuta/KCfjLEXp,https://www.flashscore.pl/zawodnik/iradukunda-guy-orly/UZLF1SkR / https://www.flashscore.pl/zawodnik/tessa-louis/6aqE7xUc,3.35,1.27,3.35,1.27,3.25,1.26,3.33,1.27,3.45,1.25,3.35,1.26,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 14:30:00,Eliakim Coulibaly / Luca Potenza,Gustavo Heide / Alejo Lorenzo Lingua Lavallen,0,,,0,,,, / , / ,963 / 633,1416 / 703,https://www.flashscore.pl/zawodnik/coulibaly-eliakim/fDyAJ1Qn / https://www.flashscore.pl/zawodnik/potenza-luca/KQ97KSpp,https://www.flashscore.pl/zawodnik/heide-gustavo/6krWmGif / https://www.flashscore.pl/zawodnik/lingua-lavallen-alejo-lorenzo/8tL6uZFb,1.31,3.1,1.3,3.1,1.3,3.05,1.31,3.08,1.29,3.2,1.3,3.1,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 15:30:00,Jeremy Beale / Thomas John Fancutt,Yunseong Chung / Seongbin Sim,0,,,0,,,, / , / ,1532 / 592,409 / ,https://www.flashscore.pl/zawodnik/beale-jeremy/n9wEFDtd / https://www.flashscore.pl/zawodnik/fancutt-thomas-john/d06Uhevq,https://www.flashscore.pl/zawodnik/chung-yunseong/tOplqMQq / https://www.flashscore.pl/zawodnik/sim-seongbin/WrMLqsUC,1.43,2.55,1.42,2.55,1.42,2.55,1.43,2.56,1.42,2.65,1.43,2.55,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Novomoskovsk (Ukraina), ziemna - Ćwierćfinał",27-05-2021 15:00:00,Viacheslav Bielinskyi / Artem Podorozhnyi,Carlos Sanchez Jover / Jose Fco Vidal Azorin,0,,,0,,,, / , / ,1873 / ,566 / 560,https://www.flashscore.pl/zawodnik/bielinskyi-viacheslav/0zwUw7ae / https://www.flashscore.pl/zawodnik/podorozhnyi-artem/YNgsEyWM,https://www.flashscore.pl/zawodnik/sanchez-jover-carlos/fLXWkLuE / https://www.flashscore.pl/zawodnik/vidal-azorin-jose-fco/dSxyrB1l,4.8,1.14,4.8,1.14,,,,,,,4.85,1.13,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Novomoskovsk (Ukraina), ziemna - Ćwierćfinał",27-05-2021 15:00:00,Tuna Altuna / Martins Podzus,Yurii Dzhavakian / Oleksii Krutykh,0,,,0,,,, / , / , / 447,862 / 534,https://www.flashscore.pl/zawodnik/altuna-tuna/xSWC0XRL / https://www.flashscore.pl/zawodnik/podzus-martins/UmxgYRe1,https://www.flashscore.pl/zawodnik/dzhavakian-yurii/ATs6urG2 / https://www.flashscore.pl/zawodnik/krutykh-oleksii/v5s9yex5,,,,,,,,,,,,,,
"ITF MĘŻCZYŹNI - DEBEL: M15 Novomoskovsk (Ukraina), ziemna - Ćwierćfinał",27-05-2021 15:30:00,Wojciech Marek / Michał Mikula,Aleksandr Braynin / Georgii Kravchenko,0,,,0,,,, / , / ,653 / 1356,1193 / 497,https://www.flashscore.pl/zawodnik/marek-wojciech/M9IcfLZb / https://www.flashscore.pl/zawodnik/mikula-michal/vuSRCIEj,https://www.flashscore.pl/zawodnik/braynin-aleksandr/QBQYOYta / https://www.flashscore.pl/zawodnik/kravchenko-georgii/4hA6NLxd,1.8,1.9,1.8,1.9,1.77,1.87,,,,,1.79,1.89,,
"ITF MĘŻCZYŹNI - DEBEL: M25 Kiseljak (Bośnia i Hercegowina), ziemna - Ćwierćfinał",27-05-2021 15:30:00,Gauthier Onclin / Leandro Riedi,Gilbert Klier Junior / Matheus Pucinelli de Almeida,0,,,0,,,, / , / ,539 / 777,605 / 518,https://www.flashscore.pl/zawodnik/onclin-gauthier/dtG17O9l / https://www.flashscore.pl/zawodnik/riedi-leandro/xWqoD8zh,https://www.flashscore.pl/zawodnik/soares-klier-junior-gilbert/IHPjQLNh / https://www.flashscore.pl/zawodnik/pucinelli-de-almeida-matheus/6J1eXqaF,2.14,1.6,2.15,1.6,,,2.14,1.6,,,2.4,1.47,,
"ITF MĘŻCZYŹNI - DEBEL: M25 Kiseljak (Bośnia i Hercegowina), ziemna - Ćwierćfinał",27-05-2021 17:00:00,Hernan Casanova / Flemming Peters,Zvonimir Babic / Fabian Fallert,0,,,0,,,, / , / ,391 / 2048, / ,https://www.flashscore.pl/zawodnik/casanova-hernan/nDzZi0PI / https://www.flashscore.pl/zawodnik/peters-flemming/jVoubgoe,https://www.flashscore.pl/zawodnik/babic-zvonimir/jDCrxQDn / https://www.flashscore.pl/zawodnik/fallert-fabian/YNGOFrJ9,2.32,1.52,2.3,1.52,2.3,1.51,2.32,1.52,,,2.35,1.51,,
"ITF KOBIETY - DEBEL: W15 Antalya (Turcja), ziemna - Ćwierćfinał",27-05-2021 14:00:00,Manon Arcangioli / Dia Evtimova,Mayuka Aikawa / Shuyue Ma,0,,,0,,,, / , / ,625 / 659,889 / 419,https://www.flashscore.pl/zawodnik/arcangioli-manon/SORZkuJh / https://www.flashscore.pl/zawodnik/evtimova-dia/O0qLsISj,https://www.flashscore.pl/zawodnik/aikawa-mayuka/8brlAqYt / https://www.flashscore.pl/zawodnik/ma-shuyue/IqUh5sH1,1.61,2.14,1.6,2.15,1.59,2.12,1.61,2.14,1.66,2.1,1.64,2.09,,
"ITF KOBIETY - DEBEL: W15 Antalya (Turcja), ziemna - Ćwierćfinał",27-05-2021 14:00:00,Fiona Ganz / Dabin Kim,Lola Marandel / Luisa Meyer Auf Der Heide,0,,,0,,,, / , / ,874 / 370, / ,https://www.flashscore.pl/zawodnik/ganz-fiona/0p7oZikS / https://www.flashscore.pl/zawodnik/kim-dabin/Kr3iwjBQ,https://www.flashscore.pl/zawodnik/marandel-lola/8AYsyjX3 / https://www.flashscore.pl/zawodnik/meyer-auf-der-heide-luisa/KviXua09,1.47,2.44,1.47,2.45,1.46,2.41,1.47,2.44,1.46,2.5,1.47,2.4,,
"ITF KOBIETY - DEBEL: W15 Heraklion 8 (Grecja), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Julia Stamatova / Draginja Vukovic,Julia Kimmelmann / Anna Popescu,0,,,0,,,, / , / ,684 / 722,1049 / 1265,https://www.flashscore.pl/zawodnik/stamatova-julia/d09ktFe3 / https://www.flashscore.pl/zawodnik/vukovic-draginja/lzFNxWwe,https://www.flashscore.pl/zawodnik/kimmelmann-julia/lMQZf58r / https://www.flashscore.pl/zawodnik/popescu-anna/0nlghAyi,2.07,1.65,2.05,1.65,2.05,1.64,2.07,1.65,,,2.07,1.65,,
"ITF KOBIETY - DEBEL: W15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 14:30:00,Ralina Kalimullina / Kuliczkowa Jelizawieta Morozova,Emma Davis / Maria Paulina Perez Garcia,0,,,0,,,, / , / , / ,811 / 801,https://www.flashscore.pl/zawodnik/kalimullina-ralina/xIMTNgGs / https://www.flashscore.pl/zawodnik/elizaveta-morozova/nPOtkoKf,https://www.flashscore.pl/zawodnik/davis-emma/A3G7YyQq / https://www.flashscore.pl/zawodnik/perez-garcia-maria-paulina/O4H8PhkD,6.8,1.06,6.8,1.06,6.4,1.06,6.8,1.06,7.75,1.04,7.2,1.05,,
"ITF KOBIETY - DEBEL: W15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 15:00:00,Freya Christie / Lauren Proctor,Kendra Bunch / Nadine Keller,0,,,0,,,, / , / ,676 / 863, / 1312,https://www.flashscore.pl/zawodnik/christie-freya/ri7kwHCF / https://www.flashscore.pl/zawodnik/proctor-lauren/x2xRQILa,https://www.flashscore.pl/zawodnik/bunch-kendra/hCkd57qf / https://www.flashscore.pl/zawodnik/keller-nadine/8IlMp0aR,1.16,4.4,1.16,4.35,1.16,4.2,1.16,4.36,,,1.15,4.5,,
"ITF KOBIETY - DEBEL: W15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 15:00:00,Dalayna Hewitt / Chiara Scholl,Haruna Arakawa / Natsuho Arakawa,0,,,0,,,, / , / ,883 / 636,380 / ,https://www.flashscore.pl/zawodnik/hewitt-dalayna/8jUODKId / https://www.flashscore.pl/zawodnik/scholl-chiara/nBBHFxsg,https://www.flashscore.pl/zawodnik/arakawa-haruna/tKvQR2IU / https://www.flashscore.pl/zawodnik/arakawa-natsuho/Y5gsRhBS,1.4,2.7,1.4,2.7,1.39,2.65,1.4,2.68,1.37,2.8,1.39,2.65,,
"ITF KOBIETY - DEBEL: W15 Monastir (Tunezja), twarda - Ćwierćfinał",27-05-2021 15:30:00,Kariann Pierre-Louis / Laetitia Pulchartova,Angelica Raggi / Eliessa Vanlangendonck,0,,,0,,,, / , / , / 872,726 / 758,https://www.flashscore.pl/zawodnik/pierre-louis-kariann/ph1W8mBg / https://www.flashscore.pl/zawodnik/pulchartova-laetitia/2i4Uen5R,https://www.flashscore.pl/zawodnik/raggi-angelica/zZF2R0wL / https://www.flashscore.pl/zawodnik/vanlangendonck-eliessa/KMqS6eur,5.6,1.09,5.7,1.1,5.4,1.09,5.69,1.09,,,6.1,1.08,,
"ITF KOBIETY - DEBEL: W15 Santa Margarita de Montbui (Hiszpania), twarda - Półfinał",27-05-2021 16:00:00,Yvonne Cavalle-Reimers / Ana Lantigua De La Nuez,Victoria Bosio / Justina Mikulskyte,0,,,0,,,, / , / ,410 / 655,445 / 562,https://www.flashscore.pl/zawodnik/cavalle-reimers-ivonne/OEBWDJS6 / https://www.flashscore.pl/zawodnik/lantigua-de-la-nuez-ana/UDbdGjFR,https://www.flashscore.pl/zawodnik/bosio-victoria/GG57VeBq / https://www.flashscore.pl/zawodnik/mikulskyte-justina/CAN1jVGF,1.9,1.78,1.9,1.8,,,1.89,1.78,,,,,,
"ITF KOBIETY - DEBEL: W15 Santa Margarita de Montbui (Hiszpania), twarda - Półfinał",27-05-2021 16:00:00,Celia Cervino Ruiz / Olivia Nicholls,Nicole Gadient / Valentina Ryser,0,,,0,,,, / , / ,831 / ,1062 / 587,https://www.flashscore.pl/zawodnik/cervino-ruiz-celia/hAMmOqXK / https://www.flashscore.pl/zawodnik/nicholls-olivia/t8KnGoCP,https://www.flashscore.pl/zawodnik/gadient-nicole/v9sVLUMH / https://www.flashscore.pl/zawodnik/ryser-valentina/SpnIw30M,1.2,3.95,1.2,3.95,1.23,3.5,1.2,3.94,,,1.16,4.35,,
"ITF KOBIETY - DEBEL: W15 Shymkent 5 (Kazachstan), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Mariam Dalakishvili / Anastasiya Poplavska,Martyna Kubka / Zhibek Kulambayeva,0,,,0,,,, / , / ,839 / 944,745 / 578,https://www.flashscore.pl/zawodnik/dalakishvili-mariam/8MtITmhR / https://www.flashscore.pl/zawodnik/poplavska-anastasiya/dbozet9s,https://www.flashscore.pl/zawodnik/kubka-martyna/0rUdL1O9 / https://www.flashscore.pl/zawodnik/kulambayeva-zhibek/d2HpmHB6,5.0,1.12,5.05,1.12,,,5.07,1.12,4.85,1.13,5.3,1.11,4.33,1.16
"ITF KOBIETY - DEBEL: W15 Shymkent 5 (Kazachstan), ziemna - Ćwierćfinał",27-05-2021 15:00:00,Valeriya Olyanovskaya / Alina Silich,Tatyana Nikolenko / Aruzhan Sagandikova,0,,,0,,,, / , / ,772 / 977, / ,https://www.flashscore.pl/zawodnik/olyanovskaya-valeriya/CniXAFiE / https://www.flashscore.pl/zawodnik/silich-alina/bg8zvb5R,https://www.flashscore.pl/zawodnik/nikolenko-tatyana/UuQT35cn / https://www.flashscore.pl/zawodnik/sagandikova-aruzhan/nHKY2PCh,1.19,4.0,,,,,,,,,,,1.18,4.07
"ITF KOBIETY - DEBEL: W15 Sibenik 2 (Chorwacja), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Leolia Jeanjean / Bojana Marinkovic,Petra Marcinko / Natalia Szabanin,0,,,0,,,, / , / ,838 / 834, / ,https://www.flashscore.pl/zawodnik/jeanjean-leolia/EDBO32wT / https://www.flashscore.pl/zawodnik/marinkovic-bojana/AJ6MoUVc,https://www.flashscore.pl/zawodnik/petra-marcinko/2J180sTE / https://www.flashscore.pl/zawodnik/szabanin-natalia/jkvDHTob,1.85,1.82,1.85,1.8,1.83,1.8,1.85,1.82,,,,,,
"ITF KOBIETY - DEBEL: W15 Sibenik 2 (Chorwacja), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Enola Chiesa / Federica Rossi,Sinja Kraus / Verena Meliss,0,,,0,,,, / , / ,1312 / 878,666 / 507,https://www.flashscore.pl/zawodnik/chiesa-enola/hGmUVwwL / https://www.flashscore.pl/zawodnik/rossi-federica/WEIPb7jq,https://www.flashscore.pl/zawodnik/kraus-sinja/6oA7gaee / https://www.flashscore.pl/zawodnik/meliss-verena/MHIzK4B7,1.93,1.75,1.95,1.75,1.91,1.73,1.93,1.75,1.95,1.76,2.07,1.65,,
"ITF KOBIETY - DEBEL: W15 Sibenik 2 (Chorwacja), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Diana Martynov / Chantal Sauvant,Nefisa Berberovic / Huergo Nicole Fossa,0,,,0,,,, / , / ,1089 / 1225,550 / 689,https://www.flashscore.pl/zawodnik/martynov-diana/tfZCOSjq / https://www.flashscore.pl/zawodnik/sauvant-chantal/WrzLwfbC,https://www.flashscore.pl/zawodnik/berberovic-nefisa/pzKWNuwC / https://www.flashscore.pl/zawodnik/fossa-huergo-nicole/29LEcNRm,4.4,1.16,4.35,1.16,4.3,1.16,4.37,1.16,4.5,1.15,4.35,1.16,,
"ITF KOBIETY - DEBEL: W15 Sibenik 2 (Chorwacja), ziemna - Ćwierćfinał",27-05-2021 15:15:00,Jelena Milovanovic / Tara Wurth,Katerina Mandelikova / Ana Filipa Santos,0,,,0,,,, / , / ,966 / 669, / 1154,https://www.flashscore.pl/zawodnik/milovanovic-elena/zRaGvw2M / https://www.flashscore.pl/zawodnik/wurth-tara/0llvOkD9,https://www.flashscore.pl/zawodnik/mandelikova-katerina/vqdijnlB / https://www.flashscore.pl/zawodnik/santos-ana-filipa/YT7KQ1h9,1.29,3.2,1.3,3.2,,,1.29,3.18,1.3,3.15,1.27,3.25,,
"ITF KOBIETY - DEBEL: W25 Liepaja (Łotwa), ziemna - Ćwierćfinał",27-05-2021 14:00:00,Lina Gjorczeska / Vanda Lukacs,Patricija Spaka / Daniela Vismane,0,,,0,,,, / , / ,336 / 577, / 488,https://www.flashscore.pl/zawodnik/gjorczeska-lina/EiDDmj1o / https://www.flashscore.pl/zawodnik/lukacs-vanda/n7ia0H5B,https://www.flashscore.pl/zawodnik/spaka-patricija/xACCxWaT / https://www.flashscore.pl/zawodnik/vismane-daniela/rPjLC9ZG,1.65,2.07,1.65,2.05,1.64,2.05,1.65,2.07,,,,,,
"ITF KOBIETY - DEBEL: W25 Otocec (Słowenia), ziemna",27-05-2021 14:30:00,Cristiana Ferrando / Diana Marcinkevica,Amina Anszba / Johana Markova,0,,,0,,,, / , / ,425 / 283,325 / 403,https://www.flashscore.pl/zawodnik/ferrando-cristiana/fsS1bkOo / https://www.flashscore.pl/zawodnik/marcinkevica-diana/AJTpuReI,https://www.flashscore.pl/zawodnik/anszba-amina/2LFnM6r3 / https://www.flashscore.pl/zawodnik/markova-johana/zRsuJt48,2.6,1.44,2.55,1.42,2.55,1.42,2.56,1.43,2.65,1.41,2.55,1.43,,
"ITF KOBIETY - DEBEL: W25 Otocec (Słowenia), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Ziva Falkner / Matilda Mutavdzic,Federica Di Sarra / Camilla Rosatello,0,,,0,,,, / , / ,752 / 859,318 / 394,https://www.flashscore.pl/zawodnik/falkner-ziva/dlYWNPZ7 / https://www.flashscore.pl/zawodnik/mutavdzic-matilda/G0sqQxQE,https://www.flashscore.pl/zawodnik/di-sarra-federica/r9aVDoif / https://www.flashscore.pl/zawodnik/rosatello-camilla/tQUXZxHO,2.6,1.44,2.55,1.42,2.55,1.42,2.57,1.43,2.65,1.42,2.55,1.43,,
"ITF KOBIETY - DEBEL: W25 Otocec (Słowenia), ziemna - Ćwierćfinał",27-05-2021 14:30:00,Destanee Aiava / Sada Nahimana,Martina Caregaro / Angelica Moratelli,0,,,0,,,, / , / ,244 / 436,306 / 437,https://www.flashscore.pl/zawodnik/aiava-destanee/A1mr8BP4 / https://www.flashscore.pl/zawodnik/nahimana-sada/tbD17Az3,https://www.flashscore.pl/zawodnik/caregaro-martina/rDkCwkvH / https://www.flashscore.pl/zawodnik/moratelli-angelica/WdYQi1lt,1.57,2.25,1.57,2.25,1.55,2.2,1.56,2.23,1.55,2.25,1.56,2.2,,
